"id","annual_earnings","education","age","religion","sex","residence"
9163,45107,14,31,"Hindu","Female","Rural"
9164,89211,0,30,"Hindu","Male","Rural"
9165,3335,0,44,"Hindu","Male","Rural"
9166,8365,8,28,"Hindu","Male","Rural"
9167,13922,0,55,"Hindu","Female","Rural"
9168,50040,12,58,"Christian","Male","Rural"
9169,17597,0,18,"Hindu","Male","Rural"
9170,25582,0,41,"Hindu","Male","Rural"
9171,17984,9,32,"Hindu","Female","Rural"
9172,64539,7,33,"Hindu","Male","Rural"
9173,6894,11,26,"Hindu","Male","Rural"
9174,20492,3,27,"Hindu","Male","Rural"
9175,33646,0,32,"Hindu","Female","Rural"
9176,38702,3,35,"Hindu","Male","Rural"
9177,18079,0,18,"Hindu","Male","Rural"
9178,124062,14,34,"Hindu","Male","Urban"
9179,38887,12,18,"Muslim","Male","Urban"
9180,4813,6,39,"Muslim","Female","Rural"
9181,31704,15,36,"Hindu","Male","Urban"
9182,260119,14,34,"Hindu","Female","Rural"
9183,125824,3,47,"Hindu","Male","Rural"
9184,303097,0,45,"Tribal","Male","Urban"
9185,76721,3,41,"Christian","Female","Rural"
9186,298982,15,38,"Sikh","Male","Urban"
9187,12454,3,23,"Hindu","Male","Urban"
9188,98143,9,43,"Hindu","Male","Urban"
9189,70483,0,50,"Hindu","Male","Rural"
9190,8668,6,18,"Hindu","Male","Rural"
9191,28683,6,32,"Hindu","Female","Rural"
9192,5597,9,35,"Hindu","Female","Rural"
9193,55929,15,45,"Hindu","Female","Urban"
9194,27593,0,31,"Hindu","Male","Rural"
9195,31334,0,42,"Hindu","Male","Rural"
9196,14961,8,30,"Hindu","Male","Rural"
9197,39316,0,45,"Hindu","Female","Urban"
9198,36754,8,41,"Hindu","Male","Urban"
9199,49910,2,36,"Hindu","Male","Urban"
9200,70944,11,38,"Hindu","Female","Rural"
9201,18073,8,26,"Hindu","Male","Urban"
9202,13473,5,35,"Hindu","Female","Rural"
9203,73731,8,33,"Christian","Male","Rural"
9204,21536,7,57,"Hindu","Female","Rural"
9205,47618,6,28,"Hindu","Male","Urban"
9206,16876,9,58,"Hindu","Female","Rural"
9207,19323,0,48,"Hindu","Male","Rural"
9208,64319,12,26,"Hindu","Female","Urban"
9209,316324,14,55,"Muslim","Male","Urban"
9210,8541,0,27,"Hindu","Female","Rural"
9211,8127,4,18,"Muslim","Female","Rural"
9212,24613,0,31,"Hindu","Male","Urban"
9213,35920,11,36,"Hindu","Male","Urban"
9214,9160,14,46,"Hindu","Male","Rural"
9215,6445,0,18,"Muslim","Male","Rural"
9216,5113,5,47,"Hindu","Male","Rural"
9217,85819,0,52,"Hindu","Male","Rural"
9218,40509,4,26,"Hindu","Male","Rural"
9219,1428,2,33,"Hindu","Male","Rural"
9220,133184,0,48,"Hindu","Male","Rural"
9221,159176,3,45,"Hindu","Male","Rural"
9222,170286,9,48,"Hindu","Male","Urban"
9223,63558,3,28,"Hindu","Male","Urban"
9224,98399,13,65,"Muslim","Male","Urban"
9225,5220,7,43,"Hindu","Female","Rural"
9226,24191,7,52,"Hindu","Male","Rural"
9227,24952,0,34,"Hindu","Male","Urban"
9228,8973,0,35,"Hindu","Female","Rural"
9229,342666,8,44,"Buddhist","Male","Urban"
9230,46487,7,37,"Hindu","Male","Rural"
9231,12699,12,29,"Hindu","Male","Urban"
9232,9400,0,36,"Hindu","Male","Rural"
9233,221077,8,47,"Hindu","Male","Rural"
9234,8347,15,45,"Hindu","Female","Rural"
9235,6486,7,18,"Hindu","Female","Rural"
9236,277482,15,42,"Hindu","Male","Urban"
9237,78674,4,61,"Hindu","Male","Urban"
9238,10060,6,22,"Hindu","Female","Rural"
9239,43346,5,36,"Hindu","Male","Rural"
9240,31724,0,38,"Muslim","Male","Urban"
9241,27494,15,29,"Hindu","Male","Rural"
9242,1675,4,26,"Hindu","Female","Rural"
9243,57512,11,37,"Hindu","Male","Urban"
9244,8574,2,37,"Hindu","Female","Rural"
9245,69290,9,20,"Hindu","Male","Urban"
9246,4577,2,38,"Hindu","Female","Rural"
9247,42127,7,54,"Hindu","Male","Rural"
9248,46362,8,48,"Hindu","Male","Rural"
9249,5976,1,37,"Hindu","Female","Rural"
9250,19514,2,56,"Hindu","Female","Rural"
9251,23070,9,40,"Hindu","Male","Urban"
9252,33324,2,21,"Hindu","Female","Rural"
9253,11091,2,33,"Hindu","Male","Rural"
9254,120973,8,39,"Hindu","Male","Rural"
9255,50193,10,65,"Hindu","Male","Rural"
9256,48234,12,29,"Hindu","Female","Rural"
9257,39785,10,60,"Hindu","Male","Urban"
9258,41299,10,50,"Hindu","Male","Rural"
9259,9544,0,43,"Hindu","Male","Rural"
9260,5840,15,34,"Hindu","Female","Rural"
9261,35938,7,33,"Muslim","Female","Urban"
9262,9133,0,28,"Hindu","Female","Rural"
9263,1677,4,40,"Hindu","Female","Rural"
9264,96508,7,32,"Hindu","Male","Rural"
9265,34558,0,49,"Hindu","Female","Urban"
9266,25946,0,59,"Hindu","Male","Rural"
9267,1981,0,39,"Hindu","Male","Rural"
9268,4400,3,48,"Hindu","Male","Rural"
9269,15337,11,40,"Hindu","Male","Urban"
9270,98410,8,63,"Hindu","Male","Rural"
9271,13414,4,65,"Hindu","Male","Rural"
9272,27928,11,49,"Hindu","Female","Rural"
9273,12521,0,52,"Muslim","Female","Rural"
9274,15089,12,41,"Hindu","Male","Rural"
9275,121631,7,44,"Hindu","Male","Rural"
9276,154143,7,48,"Hindu","Male","Rural"
9277,26624,0,50,"Hindu","Male","Rural"
9278,31900,7,23,"Hindu","Male","Rural"
9279,2844,6,30,"Hindu","Female","Urban"
9280,12300,13,57,"Hindu","Male","Rural"
9281,12422,6,59,"Hindu","Male","Rural"
9282,24564,0,19,"Hindu","Male","Rural"
9283,46002,9,44,"Hindu","Male","Urban"
9284,37145,0,45,"Hindu","Male","Rural"
9285,16431,0,29,"Hindu","Male","Rural"
9286,2887,6,39,"Hindu","Female","Rural"
9287,10058,0,38,"Muslim","Male","Rural"
9288,68329,13,37,"Hindu","Male","Rural"
9289,6493,0,27,"Hindu","Female","Urban"
9290,163235,11,32,"Hindu","Female","Rural"
9291,21393,3,52,"Hindu","Female","Rural"
9292,15434,4,28,"Hindu","Male","Rural"
9293,94298,13,34,"Hindu","Male","Urban"
9294,14310,8,18,"Hindu","Male","Rural"
9295,26540,12,27,"Hindu","Male","Urban"
9296,53653,2,18,"Muslim","Male","Urban"
9297,4847,7,21,"Hindu","Female","Rural"
9298,3579,2,33,"Hindu","Female","Rural"
9299,16372,5,19,"Hindu","Male","Rural"
9300,13659,0,21,"Hindu","Male","Rural"
9301,127703,12,51,"Muslim","Male","Rural"
9302,16497,8,52,"Hindu","Male","Rural"
9303,21050,7,28,"Hindu","Male","Rural"
9304,4851,0,24,"Muslim","Male","Rural"
9305,29223,7,41,"Hindu","Male","Rural"
9306,15000,15,37,"Hindu","Male","Rural"
9307,10020,7,44,"Hindu","Female","Rural"
9308,4051,11,18,"Hindu","Female","Rural"
9309,21370,4,54,"Hindu","Male","Urban"
9310,21207,10,38,"Hindu","Female","Rural"
9311,7054,3,34,"Hindu","Female","Rural"
9312,10935,0,47,"Hindu","Male","Rural"
9313,18578,0,18,"Hindu","Male","Rural"
9314,1175,1,18,"Hindu","Female","Rural"
9315,9759,0,52,"Hindu","Male","Urban"
9316,8308,1,37,"Hindu","Male","Rural"
9317,18916,3,34,"Hindu","Male","Rural"
9318,37204,4,53,"Muslim","Male","Rural"
9319,67569,11,55,"Hindu","Male","Urban"
9320,102134,7,53,"Hindu","Male","Rural"
9321,32049,7,31,"Hindu","Male","Rural"
9322,17497,7,41,"Hindu","Male","Rural"
9323,116400,6,41,"Hindu","Male","Urban"
9324,11987,3,30,"Hindu","Male","Urban"
9325,180589,11,20,"Muslim","Male","Urban"
9326,34423,7,43,"Muslim","Male","Rural"
9327,519129,14,34,"Hindu","Male","Urban"
9328,96140,15,51,"Sikh","Male","Rural"
9329,20690,0,55,"Hindu","Male","Rural"
9330,8266,0,28,"Hindu","Female","Rural"
9331,2283,7,25,"Hindu","Female","Rural"
9332,14991,7,35,"Hindu","Male","Rural"
9333,20835,0,40,"Hindu","Male","Rural"
9334,98268,2,38,"Hindu","Male","Urban"
9335,24556,4,32,"Hindu","Male","Rural"
9336,121723,1,31,"Hindu","Male","Urban"
9337,73054,10,50,"Hindu","Male","Rural"
9338,134932,10,46,"Hindu","Male","Urban"
9339,8224,10,43,"Hindu","Female","Urban"
9340,5578,0,55,"Hindu","Female","Rural"
9341,120875,0,32,"Hindu","Male","Rural"
9342,13033,1,48,"Hindu","Female","Rural"
9343,6524,3,18,"Hindu","Male","Rural"
9344,4150,0,22,"Hindu","Male","Rural"
9345,17907,7,37,"Hindu","Male","Rural"
9346,23228,7,31,"Hindu","Female","Rural"
9347,14809,5,40,"Hindu","Female","Rural"
9348,4109,3,28,"Hindu","Male","Rural"
9349,36710,11,26,"Muslim","Female","Rural"
9350,8649,7,62,"Hindu","Male","Rural"
9351,90545,14,44,"Hindu","Male","Rural"
9352,10199,7,46,"Buddhist","Female","Rural"
9353,34612,15,27,"Muslim","Female","Urban"
9354,164479,10,36,"Hindu","Male","Urban"
9355,12712,4,52,"Hindu","Female","Urban"
9356,25816,12,23,"Muslim","Female","Rural"
9357,65176,11,40,"Hindu","Male","Rural"
9358,1169,0,23,"Hindu","Female","Rural"
9359,9671,0,50,"Hindu","Male","Rural"
9360,112658,4,34,"Hindu","Male","Rural"
9361,37084,12,58,"Hindu","Male","Rural"
9362,2802,14,18,"Hindu","Female","Rural"
9363,18868,6,44,"Hindu","Male","Rural"
9364,266955,15,25,"Hindu","Male","Rural"
9365,15035,9,46,"Muslim","Female","Rural"
9366,143676,1,34,"Hindu","Male","Urban"
9367,47600,7,36,"Hindu","Male","Rural"
9368,292813,2,47,"Hindu","Male","Rural"
9369,39082,11,36,"Hindu","Male","Rural"
9370,33157,0,24,"Hindu","Male","Urban"
9371,34393,10,29,"Hindu","Male","Rural"
9372,16925,7,38,"Hindu","Female","Rural"
9373,739,6,26,"Hindu","Female","Rural"
9374,18795,7,38,"Hindu","Female","Rural"
9375,70979,15,44,"Hindu","Female","Rural"
9376,33871,11,40,"Hindu","Male","Urban"
9377,5331,2,34,"Hindu","Female","Rural"
9378,23580,0,24,"Hindu","Female","Rural"
9379,27120,7,31,"Hindu","Male","Urban"
9380,440880,15,51,"Hindu","Male","Urban"
9381,9205,5,31,"Hindu","Male","Rural"
9382,39311,0,24,"Hindu","Female","Rural"
9383,5583,0,53,"Muslim","Male","Rural"
9384,19611,3,36,"Hindu","Male","Rural"
9385,18433,0,39,"Hindu","Male","Rural"
9386,31908,3,40,"Hindu","Male","Urban"
9387,72905,7,19,"Hindu","Male","Rural"
9388,24807,0,24,"Muslim","Male","Rural"
9389,15667,6,37,"Hindu","Male","Urban"
9390,12687,2,41,"Hindu","Male","Rural"
9391,2824,13,32,"Hindu","Female","Urban"
9392,46125,11,44,"Hindu","Male","Urban"
9393,35802,4,28,"Hindu","Male","Rural"
9394,50207,0,54,"Hindu","Male","Rural"
9395,17184,3,44,"Hindu","Male","Rural"
9396,5745,6,45,"Hindu","Female","Rural"
9397,11597,4,39,"Hindu","Male","Rural"
9398,8552,4,34,"Hindu","Male","Rural"
9399,118109,9,41,"Hindu","Male","Rural"
9400,15529,0,49,"Hindu","Female","Rural"
9401,30591,4,49,"Hindu","Male","Rural"
9402,43071,13,19,"Hindu","Male","Rural"
9403,39536,0,53,"Muslim","Female","Rural"
9404,9040,11,51,"Hindu","Male","Rural"
9405,85624,4,39,"Hindu","Male","Rural"
9406,11228,13,44,"Hindu","Male","Rural"
9407,111700,14,37,"Hindu","Male","Urban"
9408,47075,1,29,"Hindu","Male","Rural"
9409,2008,3,44,"Hindu","Female","Rural"
9410,9531,0,53,"Hindu","Male","Rural"
9411,14079,7,33,"Hindu","Female","Urban"
9412,16623,0,39,"Hindu","Female","Rural"
9413,9184,0,18,"Hindu","Male","Rural"
9414,18733,1,47,"Hindu","Male","Rural"
9415,5895,0,33,"Hindu","Female","Rural"
9416,21832,15,31,"Hindu","Male","Rural"
9417,7712,0,33,"Hindu","Male","Rural"
9418,38947,15,27,"Hindu","Female","Urban"
9419,171663,15,37,"Hindu","Male","Urban"
9420,13180,0,44,"Hindu","Male","Urban"
9421,10996,15,45,"Hindu","Female","Rural"
9422,3708,0,52,"Muslim","Female","Rural"
9423,39612,0,34,"Hindu","Male","Rural"
9424,27332,0,26,"Hindu","Male","Rural"
9425,7221,0,33,"Hindu","Female","Rural"
9426,1702,4,39,"Hindu","Female","Rural"
9427,14979,2,46,"Hindu","Male","Rural"
9428,8758,12,33,"Muslim","Male","Rural"
9429,7627,5,44,"Hindu","Male","Urban"
9430,45662,2,39,"Hindu","Male","Rural"
9431,109702,6,46,"Sikh","Male","Rural"
9432,49743,0,24,"Hindu","Male","Urban"
9433,25664,5,29,"Hindu","Male","Urban"
9434,12498,0,26,"Hindu","Male","Rural"
9435,34912,0,41,"Hindu","Male","Rural"
9436,6737,12,49,"Hindu","Male","Urban"
9437,26360,13,38,"Hindu","Male","Rural"
9438,9894,0,34,"Hindu","Male","Urban"
9439,115445,9,18,"Hindu","Male","Urban"
9440,47453,15,36,"Muslim","Male","Urban"
9441,3786,0,48,"Hindu","Male","Rural"
9442,9546,1,55,"Christian","Female","Rural"
9443,14157,9,30,"Hindu","Male","Rural"
9444,19247,0,56,"Hindu","Male","Rural"
9445,166521,5,43,"Sikh","Male","Rural"
9446,185024,15,65,"Sikh","Male","Urban"
9447,9063,0,27,"Muslim","Female","Rural"
9448,6525,0,18,"Hindu","Male","Rural"
9449,201002,8,29,"Hindu","Male","Rural"
9450,25746,7,45,"Hindu","Male","Urban"
9451,453300,13,24,"Sikh","Male","Urban"
9452,28758,8,42,"Hindu","Male","Rural"
9453,4554,2,36,"Hindu","Male","Rural"
9454,25386,6,32,"Muslim","Male","Rural"
9455,1773,0,19,"Hindu","Female","Rural"
9456,34557,11,41,"Hindu","Female","Urban"
9457,117153,7,39,"Hindu","Male","Urban"
9458,138163,9,25,"Sikh","Male","Rural"
9459,44351,5,49,"Hindu","Male","Rural"
9460,5303,13,48,"Hindu","Female","Rural"
9461,168218,15,38,"Sikh","Male","Rural"
9462,16276,5,26,"Hindu","Male","Rural"
9463,215340,8,34,"Hindu","Male","Urban"
9464,634925,10,51,"Muslim","Male","Urban"
9465,2181,0,36,"Christian","Female","Rural"
9466,13782,10,35,"Hindu","Female","Rural"
9467,16432,5,51,"Hindu","Male","Rural"
9468,31721,5,40,"Christian","Male","Rural"
9469,69454,12,38,"Buddhist","Male","Rural"
9470,14129,7,48,"Hindu","Male","Rural"
9471,34427,15,21,"Hindu","Male","Urban"
9472,51083,0,28,"Hindu","Female","Rural"
9473,4811,2,33,"Hindu","Female","Rural"
9474,21101,0,65,"Hindu","Male","Rural"
9475,14125,0,25,"Hindu","Male","Rural"
9476,88476,14,28,"Hindu","Male","Urban"
9477,21320,0,49,"Hindu","Male","Rural"
9478,99264,6,30,"Hindu","Male","Urban"
9479,44048,0,56,"Hindu","Male","Rural"
9480,34361,2,33,"Hindu","Male","Rural"
9481,1133,8,39,"Hindu","Male","Rural"
9482,33803,2,51,"Hindu","Male","Urban"
9483,19589,1,42,"Hindu","Male","Rural"
9484,29676,0,45,"Hindu","Male","Rural"
9485,28502,0,51,"Muslim","Female","Rural"
9486,286731,4,53,"Hindu","Male","Rural"
9487,20674,0,39,"Muslim","Male","Urban"
9488,37548,15,31,"Hindu","Male","Rural"
9489,53628,7,47,"Hindu","Male","Rural"
9490,9986,1,33,"Hindu","Female","Rural"
9491,27987,3,34,"Hindu","Female","Urban"
9492,179368,15,52,"Hindu","Male","Urban"
9493,1432,1,18,"Hindu","Male","Rural"
9494,16313,5,18,"Hindu","Female","Rural"
9495,7202,6,48,"Hindu","Female","Urban"
9496,10885,2,18,"Hindu","Male","Rural"
9497,21889,4,28,"Hindu","Male","Urban"
9498,85251,8,37,"Hindu","Male","Rural"
9499,220338,15,32,"Hindu","Male","Rural"
9500,2950,3,38,"Hindu","Female","Rural"
9501,86732,10,51,"Hindu","Female","Urban"
9502,25157,1,53,"Hindu","Male","Rural"
9503,33909,6,27,"Hindu","Male","Urban"
9504,38409,4,23,"Hindu","Male","Urban"
9505,5471,10,37,"Hindu","Male","Rural"
9506,109386,2,65,"Hindu","Male","Rural"
9507,104952,10,44,"Hindu","Male","Urban"
9508,6353,4,43,"Hindu","Male","Rural"
9509,3585,1,39,"Hindu","Female","Rural"
9510,6087,0,30,"Hindu","Female","Rural"
9511,75859,2,25,"Sikh","Male","Rural"
9512,4676,0,49,"Hindu","Female","Rural"
9513,4181,0,18,"Hindu","Male","Rural"
9514,32075,8,33,"Hindu","Male","Rural"
9515,13936,0,33,"Hindu","Male","Rural"
9516,22602,4,18,"Muslim","Female","Rural"
9517,10117,0,36,"Hindu","Male","Rural"
9518,14106,5,41,"Hindu","Male","Urban"
9519,18047,4,42,"Muslim","Male","Rural"
9520,15036,0,18,"Hindu","Male","Rural"
9521,45296,12,34,"Christian","Male","Rural"
9522,73400,15,20,"Hindu","Male","Rural"
9523,44394,13,33,"Hindu","Male","Urban"
9524,66068,0,57,"Hindu","Male","Rural"
9525,41529,6,51,"Muslim","Male","Rural"
9526,174802,1,18,"Hindu","Male","Rural"
9527,112452,6,31,"Buddhist","Female","Urban"
9528,59626,1,37,"Sikh","Male","Rural"
9529,12117,10,47,"Hindu","Female","Rural"
9530,14116,0,65,"Muslim","Male","Rural"
9531,43725,15,30,"Hindu","Male","Urban"
9532,5753,0,36,"Hindu","Male","Rural"
9533,2186,0,47,"Hindu","Female","Rural"
9534,34810,3,57,"Hindu","Male","Rural"
9535,32574,6,22,"Hindu","Male","Rural"
9536,50089,10,45,"Hindu","Male","Urban"
9537,194629,5,20,"Hindu","Male","Urban"
9538,115873,13,55,"Hindu","Male","Urban"
9539,13020,5,41,"Hindu","Male","Rural"
9540,738,0,42,"Hindu","Female","Rural"
9541,3944,0,52,"Hindu","Male","Rural"
9542,2541,3,40,"Muslim","Female","Rural"
9543,6916,2,40,"Hindu","Male","Rural"
9544,12906,1,25,"Hindu","Male","Rural"
9545,59726,0,28,"Hindu","Male","Rural"
9546,27766,8,55,"Hindu","Female","Urban"
9547,79338,15,24,"Hindu","Male","Urban"
9548,17301,6,50,"Hindu","Male","Rural"
9549,3982,13,30,"Hindu","Male","Rural"
9550,95522,0,28,"Hindu","Male","Urban"
9551,20245,15,47,"Hindu","Female","Urban"
9552,52105,15,58,"Hindu","Female","Urban"
9553,4261,6,36,"Hindu","Male","Rural"
9554,26831,5,47,"Hindu","Male","Rural"
9555,1454,7,24,"Hindu","Female","Urban"
9556,527428,8,56,"Muslim","Male","Urban"
9557,23965,0,46,"Hindu","Male","Rural"
9558,46841,0,43,"Hindu","Male","Rural"
9559,10841,9,30,"Hindu","Male","Rural"
9560,23192,5,38,"Hindu","Male","Rural"
9561,28000,7,48,"Hindu","Male","Urban"
9562,67164,15,40,"Hindu","Male","Rural"
9563,112374,8,30,"Muslim","Male","Urban"
9564,44521,2,32,"Hindu","Male","Rural"
9565,17513,0,33,"Hindu","Male","Rural"
9566,33153,9,21,"Hindu","Female","Rural"
9567,40072,0,32,"Hindu","Male","Rural"
9568,87587,9,57,"Hindu","Male","Urban"
9569,18199,7,35,"Hindu","Female","Urban"
9570,5710,4,45,"Hindu","Female","Rural"
9571,30997,4,52,"Hindu","Male","Rural"
9572,32266,6,31,"Muslim","Female","Rural"
9573,4723,0,32,"Hindu","Female","Rural"
9574,77155,2,22,"Hindu","Female","Rural"
9575,21564,8,49,"Hindu","Female","Rural"
9576,12592,0,47,"Hindu","Male","Urban"
9577,19010,4,36,"Hindu","Male","Rural"
9578,9793,0,35,"Hindu","Male","Urban"
9579,4848,0,20,"Hindu","Male","Urban"
9580,31438,7,47,"Hindu","Male","Urban"
9581,2604,1,38,"Hindu","Male","Rural"
9582,5229,5,34,"Hindu","Female","Rural"
9583,7320,0,41,"Muslim","Male","Rural"
9584,15236,9,40,"Hindu","Female","Rural"
9585,7113,2,39,"Muslim","Female","Rural"
9586,40709,0,36,"Hindu","Male","Rural"
9587,48790,0,29,"Sikh","Male","Rural"
9588,17018,0,52,"Hindu","Male","Rural"
9589,54341,0,57,"Muslim","Male","Urban"
9590,40979,1,50,"Hindu","Female","Rural"
9591,205088,10,58,"Tribal","Male","Urban"
9592,83581,8,28,"Christian","Male","Rural"
9593,42173,15,47,"Hindu","Female","Rural"
9594,19744,5,49,"Muslim","Female","Urban"
9595,83521,13,29,"Hindu","Male","Urban"
9596,37612,12,23,"Hindu","Male","Rural"
9597,19708,2,28,"Hindu","Female","Rural"
9598,6742,0,26,"Hindu","Male","Rural"
9599,42695,7,43,"Hindu","Male","Rural"
9600,7167,8,31,"Hindu","Female","Rural"
9601,30603,3,23,"Hindu","Female","Rural"
9602,5421,0,65,"Hindu","Female","Rural"
9603,80276,8,35,"Hindu","Male","Urban"
9604,2953,2,18,"Hindu","Male","Rural"
9605,23183,6,49,"Hindu","Male","Rural"
9606,43506,0,26,"Hindu","Male","Rural"
9607,15819,8,48,"Christian","Male","Rural"
9608,72757,13,57,"Hindu","Male","Rural"
9609,20639,5,42,"Hindu","Female","Urban"
9610,44173,0,59,"Hindu","Male","Rural"
9611,189414,9,29,"Hindu","Male","Urban"
9612,14765,15,32,"Hindu","Female","Rural"
9613,20233,2,28,"Hindu","Male","Rural"
9614,450798,14,28,"Hindu","Male","Rural"
9615,205787,9,43,"Hindu","Male","Rural"
9616,88026,15,41,"Hindu","Male","Rural"
9617,10226,2,35,"Hindu","Female","Rural"
9618,95102,10,39,"Hindu","Male","Rural"
9619,344625,7,44,"Muslim","Male","Rural"
9620,561750,15,41,"Hindu","Male","Urban"
9621,15507,3,36,"Hindu","Male","Rural"
9622,26972,6,29,"Hindu","Male","Rural"
9623,23037,6,40,"Hindu","Male","Rural"
9624,27460,3,49,"Hindu","Female","Rural"
9625,12397,4,37,"Hindu","Female","Urban"
9626,9102,0,35,"Hindu","Male","Rural"
9627,62594,1,49,"Hindu","Male","Rural"
9628,16241,1,65,"Muslim","Female","Rural"
9629,100588,9,46,"Hindu","Male","Rural"
9630,40186,15,40,"Hindu","Female","Urban"
9631,3848,8,28,"Hindu","Male","Rural"
9632,3645,0,32,"Hindu","Male","Rural"
9633,46957,12,18,"Muslim","Male","Urban"
9634,68927,7,20,"Hindu","Male","Urban"
9635,214233,14,58,"Hindu","Male","Urban"
9636,44074,8,35,"Muslim","Female","Urban"
9637,92926,0,40,"Hindu","Male","Rural"
9638,97232,15,45,"Muslim","Male","Urban"
9639,55014,7,36,"Hindu","Male","Rural"
9640,17115,12,39,"Hindu","Female","Rural"
9641,43115,3,65,"Hindu","Male","Rural"
9642,114269,15,37,"Hindu","Male","Urban"
9643,18890,6,25,"Hindu","Female","Rural"
9644,12347,0,25,"Christian","Female","Rural"
9645,41249,4,42,"Muslim","Male","Rural"
9646,1044,1,25,"Hindu","Male","Rural"
9647,27031,15,58,"Muslim","Female","Rural"
9648,95826,10,35,"Hindu","Female","Rural"
9649,52339,4,34,"Muslim","Male","Urban"
9650,170469,6,31,"Hindu","Male","Rural"
9651,1279,6,44,"Hindu","Male","Rural"
9652,628721,13,55,"Hindu","Male","Urban"
9653,131975,15,42,"Hindu","Male","Urban"
9654,6630,2,38,"Hindu","Female","Rural"
9655,35662,8,34,"Hindu","Male","Rural"
9656,7999,8,27,"Hindu","Male","Rural"
9657,5662,0,35,"Hindu","Male","Rural"
9658,81630,4,65,"Hindu","Male","Rural"
9659,41167,14,34,"Hindu","Male","Urban"
9660,32107,5,41,"Hindu","Male","Rural"
9661,20038,15,32,"Hindu","Female","Urban"
9662,1921,0,48,"Hindu","Female","Rural"
9663,35419,15,33,"Hindu","Male","Urban"
9664,34323,4,57,"Hindu","Female","Urban"
9665,18891,4,42,"Hindu","Male","Rural"
9666,97097,15,23,"Muslim","Male","Urban"
9667,74827,4,41,"Hindu","Male","Rural"
9668,9789,0,42,"Muslim","Female","Rural"
9669,19979,0,43,"Hindu","Male","Rural"
9670,80127,12,27,"Hindu","Female","Rural"
9671,12715,1,54,"Hindu","Male","Rural"
9672,18111,0,38,"Hindu","Male","Rural"
9673,2928,4,55,"Hindu","Female","Rural"
9674,50035,8,52,"Hindu","Male","Rural"
9675,82593,2,41,"Hindu","Male","Urban"
9676,42931,2,37,"Hindu","Male","Rural"
9677,3638,0,51,"Hindu","Female","Rural"
9678,56985,5,46,"Hindu","Male","Rural"
9679,4673,0,35,"Hindu","Male","Rural"
9680,252733,12,21,"Hindu","Male","Rural"
9681,2366,0,29,"Hindu","Female","Rural"
9682,63319,13,43,"Hindu","Female","Urban"
9683,8976,12,27,"Muslim","Female","Rural"
9684,35531,6,47,"Hindu","Male","Rural"
9685,15100,1,34,"Hindu","Male","Rural"
9686,43201,3,56,"Sikh","Male","Rural"
9687,49108,10,39,"Hindu","Female","Rural"
9688,7796,0,26,"Hindu","Male","Rural"
9689,88319,7,50,"Hindu","Male","Rural"
9690,14899,0,18,"Hindu","Male","Rural"
9691,5385,2,21,"Hindu","Male","Urban"
9692,11263,7,37,"Hindu","Female","Rural"
9693,552170,9,50,"Muslim","Male","Urban"
9694,32832,0,51,"Muslim","Male","Rural"
9695,25132,15,30,"Muslim","Male","Rural"
9696,85099,9,21,"Hindu","Male","Rural"
9697,1894,0,38,"Muslim","Male","Rural"
9698,3774,3,53,"Hindu","Female","Rural"
9699,35468,0,33,"Hindu","Male","Rural"
9700,194725,14,32,"Hindu","Male","Rural"
9701,533386,9,54,"Hindu","Male","Urban"
9702,3674,0,38,"Hindu","Male","Rural"
9703,655,0,31,"Hindu","Female","Rural"
9704,2895,3,37,"Hindu","Male","Rural"
9705,11300,0,47,"Muslim","Male","Rural"
9706,302815,15,32,"Hindu","Male","Urban"
9707,22628,1,26,"Hindu","Male","Rural"
9708,40274,4,59,"Hindu","Male","Rural"
9709,2300,0,54,"Hindu","Male","Rural"
9710,8625,10,30,"Hindu","Female","Urban"
9711,55648,9,38,"Hindu","Male","Rural"
9712,12212,3,57,"Hindu","Female","Urban"
9713,12273,6,40,"Hindu","Female","Urban"
9714,62262,2,40,"Hindu","Male","Rural"
9715,16118,11,42,"Muslim","Female","Urban"
9716,40390,11,61,"Hindu","Male","Rural"
9717,8194,0,52,"Muslim","Male","Rural"
9718,15222,2,65,"Hindu","Male","Rural"
9719,63400,4,39,"Hindu","Male","Rural"
9720,58774,10,26,"Hindu","Male","Rural"
9721,39399,5,44,"Hindu","Male","Rural"
9722,8935,5,24,"Hindu","Male","Rural"
9723,159337,9,64,"Hindu","Female","Urban"
9724,26496,0,18,"Hindu","Male","Urban"
9725,1221,5,42,"Jain","Female","Rural"
9726,22821,0,31,"Hindu","Male","Rural"
9727,19514,3,35,"Muslim","Male","Rural"
9728,8839,9,47,"Hindu","Female","Rural"
9729,131175,8,36,"Hindu","Male","Urban"
9730,20739,8,27,"Hindu","Male","Rural"
9731,40954,14,53,"Sikh","Male","Rural"
9732,21636,12,28,"Hindu","Male","Rural"
9733,34225,7,43,"Hindu","Male","Rural"
9734,10622,0,33,"Hindu","Male","Rural"
9735,103791,15,65,"Hindu","Male","Rural"
9736,87119,8,27,"Hindu","Male","Rural"
9737,22388,8,18,"Christian","Male","Rural"
9738,12447,4,37,"Hindu","Male","Rural"
9739,29662,0,55,"Hindu","Male","Rural"
9740,207320,14,39,"Hindu","Male","Rural"
9741,31421,5,65,"Hindu","Female","Urban"
9742,14644,7,57,"Hindu","Male","Rural"
9743,18289,0,55,"Hindu","Female","Rural"
9744,27292,0,47,"Hindu","Male","Rural"
